x,cdf(x),ccdf(x)
240.5,0.9999747883549227289626524251182621000282345195037793802326612576894922591337950901925992102523176932525813986424182837698478027077917375842804133935167,2.521164507727103734757488173789997176548049622061976733874231050774086620490980740078974768230674741860135758171623015219729220826241571958660648330506e-5
240.75,0.9999748276151999659174660312270872277717708454957500696105696500474129931266496841806525653107283677930989493693876098884005567088584016648791944685309,2.517238480003408253396877291277222822915450424993038943034995258700687335031581934743468927163220690105063061239011159944329114159833512080553146910555e-5
241,0.9999748667736875512974316177213330678799755694910053396135030160231446735750283005204178807619350573309200947662233798395394273235064454151334163091331,2.513322631244870256838227866693212002443050899466038649698397685532642497169947958211923806494266907990523377662016046057267649355458486658369086687477e-5
241.25,0.9999749058307545746375903980832968286489672787254187495730345342244003653005513181601416845765402456336625065953555776409908933393550026521994333866662,2.509416924542536240960191670317135103272127458125042696546577559963469944868183985831542345975436633749340464442235900910666064499734780056661333379222e-5
241.5,0.9999749447867684065573158621317211673191606649531093264355227413182497079726965890177393146695241933163762299330741240752694502619618318767760834959704,2.505521323159344268413786827883268083933504689067356447725868175029202730341098226068533047580668362377006692587592473054973803816812322391650402963899e-5
241.75,0.9999749836420947085344482879623963107053974835239094065703567302453713190858833389955235304950164298711047685676071947345096455001543159682004660359043,2.50163579052914655517120376036892946025164760905934296432697546286809141166610044764695049835701288952314323928052654903544998456840317995339640957368e-5
242,0.9999750223970974426138141368138275344730286702212383616555008426283361123033316793644688481603194461115768411757534194286255949682531558369369965704157,2.497760290255738618586318617246552697132977876163834449915737166388769666832063553115183968055388842315882424658057137440503174684416306300342958434359e-5
242.25,0.9999750610521388810506380564555298734788017592872347775188560859865007321510584617746460368035826365105036963408425653678273018356418539528790718036365,2.493894786111894936194354447012652119824071276522248114391401349926784894153822535396319641736348949630365915743463217269816435814604712092819636346348e-5
242.5,0.9999750996075796158893507707046891585172260359158786852329661073840885752676169141579091382052908408337183899162537898253741662984278443747451781975997,2.490039242038411064922929531084148277396408412131476703389261591142473238308584209086179470915916628161008374621017462583370157215562525482180240026319e-5
242.75,0.9999751380637785684782917281918059559256052619108686886908411508564504235599868928054507607185207934608110415403450436489203762177633463016758109607275,2.486193622143152170827180819404407439473808913131130915884914354957644001310719454923928147920653918895845965495635107962378223665369832418903927249328e-5
243,0.9999751764210929989208010220476582911841806722344877580692784804933717551134441764660733975407344917879754809858808854570621080083254456058384333606167,2.482357890700107919897795234170881581932776551224193072151950662824488655582353392660245926550821202451901411911454293789199167455439416156663938326483e-5
243.25,0.9999752146798785154631907733081736094740782237259245738364687018528234178412185231554074543874579174458138983560563328128994797338165491774853772134643,2.478532012148453680922669182639052592177627407542616353129814717658215878147684459254561254208255418610164394366718710052026618345082251462278653567199e-5
243.5,0.9999752528404890838200818940717643542663496493193587849168474278422880981582939688263048748249737789389221635105784030410334181563521883289629945571674,2.474715951091617991810592823564573365035068064121508315257215771190184170603117369512517502622106107783648942159695896658184364781167103700544283255516e-5
243.75,0.9999752909032770364375879113419393175411564762460927191532247978098891159154880580397368347975545420342793247873674036037037173408640986653792307461802,2.470909672296356241208865806068245884352375390728084677520219011088408451194196026316520244545796572067521263259639629628265913590133462076925381976541e-5
244,0.9999753288685930816948233385984801441158527216686394079442964430723837531044775322241198419732713369821050284851911028203522927687912049613830481497211,2.467113140691830517666140151985588414727833136059205570355692761624689552246777588015802672866301789497151480889717964770723120879503861695185027894308e-5
244.25,0.9999753667367863130442099290203674753445611521228458959117537949660063626706079172011655712838626659902243366779701392205686283952166129142732448561539,2.463326321368695579007097963252465543884787715410408824620503399363732939208279883442871613733400977566332202986077943137160478338708572675514384612451e-5
244.5,0.9999754045082042180910500314953580419050104953960844673852420631292627774674364526939186916216951648355876309482204069244288336158966034872617202686357,2.459549179578190894996850464195809498950460391553261475793687073722253256354730608130837830483516441236905177959307557116638410339651273827973136433179e-5
244.75,0.9999754421831926876128321976621953929346524993045147114591681287561389249902271972510155188875175383151557466265224273222206984630218377043876058316949,2.455781680731238716780233780460706534750069548528854083187124386107500977280274898448111248246168484425337347757267777930153697816229561239416830507419e-5
245,0.9999754797620960245187301548144991630436345786143209567076602018862486924854919866066082522774570354937243904575388294980052768013348828172669200156991,2.452023790397548126984518550083695636542138567904329233979811375130751450801339339174772254296450627560954246117050199472319866511718273307998430090209e-5
245.25,0.999975517245256952749752265128045935667633996513042972059312611146850619588145378175340349725643279338723869847080161494409788174643202168444072678887,2.448275474304725024773487195406433236600348695702794068738885314938041185462182465965027435672066127613015291983850559021182535679783155592732111304242e-5
245.5,0.9999755546330166261199946359379990474944643194836781901016301335588366892093272246886598400905294572684649062733852329180671022063718634313653482443505,2.444536698337388000536406200095250553568051632180989836986644116331079067277531134015990947054273153509372661476708193289779362813656863465175564949431e-5
245.75,0.9999755919257146370994471282771174952456107741148676992017209902850424597000980596077762400455395255969859808219287262512835223429386752858742665811611,2.440807428536290055287172288250475438922588513230079827900971495754029990194039222375995446047440301401917807127374871647765706132471412573341883891479e-5
246,0.999975629123689025538797631182348063970340201632192166740485347114643279332397047853794541302539824640259329426175441789308502275437613492568807442945,2.437087631097446120236881765193602965979836780783325951465288535672066760295214620545869746017535974067057382455821069149772456238650743119255705498167e-5
246.25,0.9999756662272762873366761269825115618038403537267715051824840264049692049235472306958839281557968247685741548980178899387745898658536759951802512745483,2.433377272371266332387301748843819615964627322849481751597359503079507645276930411607184420317523142584510198211006122541013414632400481974872545170243e-5
246.5,0.9999757032368113830497762674957640244940020505055749208726436033933081901175201692463381196888198219648320839647005095201597925541314176391939250329919,2.42967631886169502237325042359755059979494944250791273563966066918098824798307536618803111801780351679160352994904798402074458685823608060749670081143e-5
246.75,0.9999757401526277464462884123985165939297427453723989654222410954276526649365038763794004215301989453453201752475629232299338962560574544714061614635587,2.425984737225355371158760148340607025725462760103457775890457234733506349612362059957846980105465467982475243707677006610374394254552859383853644125792e-5
247,0.9999757769750572930030743485884836938157226473783605571579715383884225435647307026668708915475981082226745017235956695111594512258870613381479650244947,2.42230249427069969256514115163061842773526216394428420284616115774564352692973331291084524018917773254982764043304888405487741129386618520349755053291e-5
247.25,0.999975813704430428347010212768971024141297597200592511418651125367378832227233440446203731330210126593978301023264128893258292583784371129013622483262,2.418629556957165298978723102897585870240279940748858134887463262116777276655955379626866978987340602169897673587110674170741621562887098637751673796417e-5
247.5,0.9999758503410760566409204783493512718591868921145726884079814302943103288069931509945941145537582692792965782225345058900038801509008684497610189853044,2.414965892394335907952165064872814081310788542731159201856970568967119300684900540588544624173072070342177746549410999611984909913155023898101469556946e-5
247.75,0.9999758868853215889145222417122540693477963688106468456098397105074299115657790499327252261180844704350175257433901658772888088106362204518278158394026,2.411311467841108547775828774593065220363118935315439016028949257008843422095006727477388191552956498247425660983412271119118936377954817218416059736455e-5
248,0.9999759233374929513407954515700191429024600895529504222078024974005352222163622596390222338825811994790294377212310931903084159498768585929877070660532,2.407666250704865920454842998085709753991044704957779219750259946477778363774036097776611741880052097056227876890680969158405012314140701229293394682977e-5
248.25,0.999975959697914593458191168154428244318331051120954953651638953070590959091073414191226788598790074006725609035159163126362765146970079332167869421655,2.404030208540654180883184557175568166894887904504634836104692940904090892658580877321140120992599327439096484083687363723485302992066783213057834504433e-5
248.5,0.9999759959669094963390864159918877112129578170626854484784464579609519730703955734860658060923829220966067958231296989507735299153009588700750982596176,2.400403309050366091358400811228878704218293731455152155354203904802692960442651393419390761707790339320417687030104922647008469904112992490174038238545e-5
248.75,0.9999760321447991807048907046525163012998435960699029697569302907254581435541256913307539426367072625846066232082412401835464807676058278882764137558475,2.396785520081929510929534748369870015640393009703024306970927454185644587430866924605736329273741539337679175875981645351923239417211172358624415253485e-5
249,0.9999760682319037149882058357715782292166015233265984749693996043697533421633455305612589757851998430080899064895943541498949628152714396040401019762291,2.393176809628501179416422842177078339847667340152503060039563024665783665446943874102421480015699191009351040564585010503718472856039595989802377088938e-5
249.25,0.9999761042285417233424371914750521502254957888367913522215888455203643837587377435603660836027634355756765289930288123632317034665067288659959343091373,2.389577145827665756280852494784977450421116320864777841115447963561624126225643963391639723656442432347100697118763676829653349327113400406569086271702e-5
249.5,0.9999761401350303935992513087515421648822007597053115204872671834037859830694396520575248573262270554624198877488204341009689660442944028992325782023141,2.3859864969606400748691248457835117799240294688479512732816596214016930560347942475142673772944537580112251179565899031033955705597100767421797685853e-5
249.75,0.9999761759516854851742711859579011906351307952502842367278189947374917620376724295318092685405397624999674531921406625521690537924444906492638100907041,2.382404831451482572881404209880936486920474971576327218100526250823796232757046819073145946023750003254680785933744783094620755550935073618990929591008e-5
250,0.9999762116788213369213974411874703290160359071171148511991863662897326419167857122553371254997254888932379309620161827758823499981939823431199753588887,2.378832117866307860255881252967098396409288288514880081363371026735808321428774466287450027451110676206903798381722411765000180601765688002464111126534e-5
250.25,0.9999762473167508749361401473332467260456712523132072236640569162813730202450907588906871961991026051843972053995589725446020354457262341811894733417621,2.37526832491250638598526667532739543287476867927763359430837186269797549092411093128038008973948156027946004410274553979645542737658188105266582378722e-5
250.5,0.9999762828657856203083429050129214886190213000613160075965778669466714930177680730721850760860180372214292125590712794544666706510928746054581161523874,2.371713421437969165709498707851138097869993868399240342213305332850698223192692781492391398196277857078744092872054553332934890712539454188384761264821e-5
250.75,0.9999763183262356968246774817617133053897453568085435831923582259569493340509878747804927026072945903004033752045643963198687443618018279570956327146105,2.368167376430317532251823828669461025464319145641680764177404305066594901212521950729739270540969959662479543560368013125563819817204290436728538953697e-5
251,0.9999763536984098386212841437191403888850895873386035349729692150708067583807009835273871625628617957173088524041655357322109563877559883892535925513197,2.364630159016137871585628085961111491041266139646502703078492919324161929901647261283743713820428269114759583446426778904361224401161074640744868030959e-5
251.25,0.9999763889826153977869296341178975619420587780110231171799397695895249360753585203098708781095179352186420565257594378206200827505476266251212567949006,2.361101738460221307036588210243805794122198897688282006023041047506392464147969012912189048206478135794347424056217937991724945237337487874320509939409e-5
251.5,0.9999764241791583519170516109110616864836077045875466539862729726167893742164417988423772121323133921635823715397919130798558401651548818617230247967869,2.357582084164808294838908893831351639229541245334601372702738321062578355820115762278786768660783641762846020808692014415983484511813827697520321313979e-5
251.75,0.9999764592883433116190552435357673776237819500419112088007330875770188887957359755230135187492767890398455900023235920398083547493585602028421293028583,2.35407116566883809447564642326223762180499580887911992669124229811112042640244769864812507232109601544099976764079601916452506414397971578706971416896e-5
252,0.9999764943104735279692245857986668365490633883471958773162110845076945132518317927642427297061260715620912072752718709628362573520338676833207768206899,2.350568952647203077541420133316345093661165280412268378891549230548674816820723575727029387392843790879272472812903716374264796613231667922317931012125e-5
252.25,0.9999765292458508999216082878758199217859824735026266434584361966537427331843515360903654105205110446725287188000917504290741502062403146359534341100731,2.347075414910007839171212418007821401752649737335654156380334625726681564846390963458947948895532747128119990824957092584979375968536404656588992691228e-5
252.5,0.9999765640947759816692361851455334754153515092152521294617975207073714399840543571517409116168159203126341287787962572778408596674059316807548043006475,2.34359052240183307638148544665245846484907847478705382024792926285600159456428482590883831840796873658712212037427221591403325940683192451956993524962e-5
252.75,0.9999765988575479899580203047188926794255810470117384763033141259358862809115609793222267409445514874276215926747933477431136462181814672093631328803698,2.340114245201004197969528110732057441895298826152369668587406411371908843902067777325905544851257237840732520665225688635378181853279063686711963016336e-5
253,0.9999766335344648113536908618044997678897563078456637735445566639096729207707007669806316311421234073144942345961268644504851566998186791329622744788661,2.336646553518864630913819550023211024369215433622645544333609032707922929923301936836885787659268550576540387313554951484330018132086703772552113389325e-5
253.25,0.9999766681258230094621148771498005802732537783358011319723364840365020247894424187569313166977715119818196860627818040045638015354546476741919514087158,2.333187417699053788512285019941972674622166419886802766351596349797521055758124306868330222848801818031393721819599543619846454535232580804859128417021e-5
253.5,0.9999767026319178321033421334531856783664951586277062364022747719839363903222645466448315632989124009082375965387238870791790603929696540397517024509399,2.32973680821678966578665468143216335048413722937635977252280160636096777354533551684367010875990917624034612761129208209396070303459602482975490601467e-5
253.75,0.9999767370530432184397203025539124960897069115149183108133532386588253218003259912036267551992454683947298257612830897885077740359223149861088129570767,2.326294695678156027969744608750391029308848508168918664676134117467819967400879637324480075453160527017423871691021149222596407768501389118704292333646e-5
254,0.9999767713894918060584182160991444961905951436683509796257899267943578877941986842361027367848773985968097108494235744271732161995552419082422231832667,2.322861050819394158178390085550380940485633164902037421007320564211220580131576389726321512260140319028915057642557282678380044475809175777681673331006e-5
254.25,0.9999768056415549380086934199805630212576794197633016646762714828175385131246415541619282183682725775171940178025504440146848374342817496059897553028057,2.319435844506199130658001943697874232058023669833532372851718246148687535844583807178163172742248280598219744955598531516256571825039401024469719428154e-5
254.5,0.9999768398095226697942373468517430121539363345192077704754758721049494458635736072238424872349363266043914491526532077805374783542753682339047701855301,2.316019047733020576265314825698784606366548079222952452412789505055413642639277615751276506367339560855084734679221946252164572463176609522981446989044e-5
254.75,0.9999768738936837763209286612095671302692347378008994392599255255025753760181755192070961995630682788909942340644608579682251625998106446599941103933881,2.31261063162236790713387904328697307652621991005607400744744974246239818244807929038004369317211090057659355391420317748374001893553400058896066118561e-5
255,0.9999769078943257588003225775792246469181325202015662845906110872010687767018386917143081568705653589976358888598347548233520670297730048655110956700827,2.309210567424119967742242077535308186747979843371540938891279893122329816130828569184312943464100236411114016524517664793297022699513448890432991730405e-5
255.25,0.9999769418117348516092012240166732626268045532872159278702305488580778947975600649008305869965686785556252290170906237933256444781764900774436744174021,2.305818826514839079877598332673737319544671278407212976945114192210520243993509916941300343132144437477098290937620667435552182350992255632558259790513e-5
255.5,0.9999769756461960291055074201716991607831229816980418043938240670203656592555556524451174456872521217843997872040829431082576396133178235879830684960562,2.302435380397089449257982830083921687701830195819560617593297963434074444434755488255431274787821560021279591705689174236038668217641201693150394378809e-5
255.75,0.9999770093979930124009815612787157420628316634560726079250222060275967122409573249224659262992971429596028619078944421468190655988046273461859687376289,2.299060200698759901843872128425793716833654392739207497779397240328775904267507753407370070285704039713809210555785318093440119537265381403126237113399e-5
256,0.9999770430674082760908186464039384833061237131931921420014710728768898482649646386347620024921317154695614740810684620730035480159811728287707983618657,2.295693259172390918135359606151669387628680680785799852892712311015173503536136523799750786828453043852591893153792699645198401882717122920163813426427e-5
256.5,0.9999771101602173505312305182728220744789623749078325792325659013054064057156588640183882526570428290949000563876219346929907381907460108394454926776204,2.288983978264946876948172717792552103762509216742076743409869459359428434113598161174734295717090509994361237806530700926180925398916055450732237958208e-5
257,0.999977176926858371906705481705268095644361092202490855147406923099970705402449352810781656696461011669591412684098008577973595562084083591737276295883,2.282307314162809329451829473190435563890779750914485259307690002929459755064718921834330353898833040858731590199142202640443791591640826272370411705181e-5
257.5,0.9999772433695469390222696371730591736301757680577649367937501111591498326515787144751505891681987659492695803857849974520113592519240309308194580851273,2.275663045306097773036282694082636982423194223506320624988884085016734842128552484941083180123405073041961421500254798864074807596906918054191487268486e-5
258,0.9999773094904793379762168502940207259742942355720338370326275118285836168322203031927838386390912765093959746449607947112996644332177418991776028297506,2.269050952066202378314970597927402570576442796616296737248817141638316777969680721616136090872349060402535503920528870033556678225810082239717024939833e-5
258.5,0.999977375291832747514892934890534301951894742950192786873725113398294207490516861727061925120149389772900979082333080882470392364977845555107615948435,2.262470816725248510706510946569804810525704980721312627488660170579250948313827293807487985061022709902091766691911752960763502215444489238405156504089e-5
259,0.9999774407757654418118806866888768328970232550465997167983565711157897214468237853751138946954912102278397912005075902839829471751794612979920722884596,2.255922423455818811931331112316710297674495340028320164342888421027855317621462488610530450878977216020879949240971601705282482053870200792771154044145e-5
259.5,0.9999775059444169907087874297423474330274496597964202210998661368328275016811039350130407628445400048053584618687808014476289284334351669411816679571718,2.249405558300929121257025765256697255034020357977890013386316717249831889606498695923715545999519464153813121919855237107156656483305881833204282822214e-5
260,0.9999775707999084574542289268774364557657727357148811524971393758333461601220441641218512223361195879754687473924964203339826523401819744034178185563747,2.24292000915425457710731225635442342272642851188475028606241666538398779558358781487776638804120245312526075035796660173476598180255965821814436252718e-5
260.5,0.9999776353443425939770067722629167177666513614687468395888470872553171290014059374564443480127107999035243996450427996042341775041520519961743349896692,2.236465565740602299322773708328223334863853125316041115291274468287099859406254355565198728920009647560035495720039576582249584794800382566501033081091e-5
261,0.9999776995798040337288905058688850150656637367394873821988485600434217780057195588883334432777407838895276652355527119894916217307177445079054747857505,2.230042019596627110949413111498493433626326051261780115143995657822199428044111166655672225921611047233476444728801050837826928225549209452521424945689e-5
261.5,0.9999777635083594821318404482935290032277414299638331974174946357188711564169153094625205698925774893830779677399148922240947729338349507216566117611814,2.22364916405178681595517064709967722585700361668025825053642811288435830846905374794301074225106169220322600851077759052270661650492783433882388186042e-5
262,0.9999778271320579046639424371449895003276292532570635123410918324510445236587684574151296862973568610188647973659322043326439915417834787936489630244177,2.217286794209533605756285501049967237074674293648765890816754895547634123154258487031370264313898113520263406779566735600845821652120635103697558234443e-5
262.5,0.9999778904529307126177710444938425918629735176493903977565696386406498497999983569451306682332680528954485474828258286517910735498334010845623580430405,2.210954706928738222895550615740813702648235060960224343036135935015020000164305486933176673194710455145251717417134820892645016659891543764195695945508e-5
263,0.9999779534729919465643532650318183275836153587417650661035756769514693423452236140543538450579716734280206874882494669322160939668622148394803163978915,2.204652700805343564673496818167241638464125823493389642432304853065765477638594564615494202832657197931251175053306778390603313778516051968360210853267e-5
263.5,0.999978016194238457555369887103491832359028942318735893480034661396256480907338612523188603052997477210468530955825387650802658002016643589171656979066,2.198380576154244463011289650816764097105768126410651996533860374351909266138747681139694700252278953146904417461234919734199798335641082834302093404315e-5
264,0.9999780786186500860957065986794278879868589087262486024699360311002684832085239099149148092307354935353429308609053101331909776987935050323126479184213,2.192138134991390429340132057211201314109127375139753006396889973151679147609008508519076926450646465706913909468986680902230120649496768735208157868465e-5
264.5,0.9999781407481898389179511468092267694422527107059737739255045492449426297260097219728901713170801125517124066181846707735808531239311408583377533819284,2.18592518101610820488531907732305577472892940262260744954507550573702739902780271098286829198874482875933818153292264191468760688591416622466180716477e-5
265,0.999978202584804063589926375466792992734585096016076003353086117479173605036122080985220234982224397639336531041869678963137562467542771859833797038225,2.179741519593641007362453320700726541490398392399664691388252082639496387791901477976501777560236066346895813032103686243753245722814016620296177495711e-5
265.5,0.9999782641304226209858515303543390957024471497361573897831533766995833645812523253472074243054527932961089433169997312335847657514483984407587431137132,2.173586957737901414846964566090429755285026384261021684662330041663541874767465279257569454720670389105668300026876641523424855160155924125688628676551e-5
266,0.9999783253869590556512356614883798823118636564592443526880493895648490771399056170725851591905723256293559077466359194900073632551924643640407945953816,2.167461304094434876433851162011768813634354075564731195061043515092286009438292741484080942767437064409225336408050999263674480753563595920540461841816e-5
266.5,0.9999783863563107640911271004258372523375588169340324271315601907153833220556938076067699041780312245078460445862954269354613663080935132028042320545075,2.161364368923590887289957416274766244118306596757286843980928461667794430619239323009582196877549215395541370457306453863369190648679719576794549251557e-5
267,0.9999784470403591610108716677401053464723057962431034685683674781038255438121131927479848660485304182025326367694795599451686693476054580293749126092004,2.155295964083898912833225989465352769420375689653143163252189617445618788680725201513395146958179746736323052044005483133065239454197062508739079959544e-5
267.5,0.9999785074409698435380693104395554377140462192514175775425402306930087200618930382300280617234139278782633877928208106436292799665095290635566326497546,2.149255903015646193068956044456228595378074858242245745976930699127993810696176997193827658607212173661220717918935637072003349047093644336735024544604e-5
268,0.9999785675599927534539641146381456953577799655450707187966989786628135399701839322228922276436967049048047182516437379731862543523357813289058505460299,2.143244000724654603588536185430464222003445492928120330102133718646002981606777710777235630329509519528174835626202681374564766421867109414945397010429e-5
268.5,0.9999786273992623374620559256493010814614854805504530554605634727694635925139026903355411199136970481037408198851719331918418512187328700562101059680403,2.13726007376625379440743506989185385145194495469445394365272305364074860973096644588800863029518962591801148280668081581487812671299437898940319596781e-5
269,0.9999786869605977055212829789144807484700228098304209377505227804106099649754230393926345026282994423193285931169861633256829764625879609082566705215926,2.131303940229447871702108551925152997719016957906224947721958939003502457696060736549737170055768067140688301383667431702353741203909174332947840745174e-5
269.5,0.9999787462458027872706938472765859859499070268736976920949490258973928314541366529657963558628421522597549932636193455051750138578594806723613114791739,2.125375419721272930615272341401405009297312630230790505097410260716854586334703420364413715784774024500673638065449482498614214051932763868852082608984e-5
270,0.999978805256666486572103492813205333492029691213912504796090423442431448491181113193272622203332706707075045803100009656298989862956940618305569617613,2.119474333351342789650718679466650797030878608749520390957655756855150881888680672737779666729329292495419689999034370101013704305938169443038238699477e-5
270.5,0.9999788639949628341968121276956912047499371326127582431490737293538218196492481064156377201678806778663859837737165172329826100976593896215308526594202,2.11360050371658031878723043087952500628673872417568509262706461781803507518935843622798321193221336140162262834827670173899023406103784691473405797527e-5
271,0.9999789224624511386820567943960906335801667389841474062205473787656452239389596443817022851119167902521572037897075178786624307059344375415456199226634,2.107753754886131794320560390936641983326101585259377945262123435477606104035561829771488808320974784279621029248212133756929406556245845438007733659255e-5
271.5,0.9999789806608761353824639301309549920719087085818247410114779515114660107399834879741565653669380015893519009185381954442210786119617350478591784570589,2.101933912386461753606986904500792809129141817525898852204848853398926001651202584343463306199841064809908146180455577892138803826495214082154294107163e-5
272,0.9999790385919681337413765457920572390021632652331364198897710461149088991175695806163741450010395831610451754649716518389334973167427826951475917514787,2.096140803186625862345420794276099783673476686358011022895388509110088243041938362585499896041683895482453502834816106650268325721730485240824852132739e-5
272.5,0.9999790962574431628065418907609117265215742651671161478367460233638843906520418363436240554400098257019739823282699489958808175221910023914162713462797,2.090374255683719345810923908827347842573483288385216325397663611560934795816365637594455999017429802601767173005100411918247780899760858372865372033955e-5
273,0.9999791536590031150142644597708523676719901848020816376173739890036142173060483852936899428411051057322089421667511067023980436118431205081201261929802,2.084634099688498573554022914763232800981519791836238262601099638578269395161470631005715889489426779105783324889329760195638815687949187987380701982359e-5
273.5,0.9999792107983358882657547969787603461652857719122406355556035892375743086744725357357638551155516532757119667347705732793276547081617953141923012417363,2.078920166411173424520302123965383471422808775936444439641076242569132552746426423614488444834672428803326522942672067234529183820468580769875826365338e-5
274,0.9999792676771155263190366389638486938058388105836259325256929495162921791831273404409541321033367810743772412657340381078933827961236063842769764832517,2.07323228844736809633610361513061941611894163740674743070504837078208168726595590458678966632189256227587342659618921066172038763936157230235167483148e-5
274.5,0.9999793242970023575194133884609735101832040029068068916491410527600607192197692522389902805958682767020661080568687175580946471583909844516241291921056,2.067570299764248058661153902648981679599709319310835085894723993928078023074776100971940413172329793389194313128244190535284160901554837587080789437588e-5
275,0.9999793806596431318911396028305241831315528808340823525125964017989965155914884127381657452386275166966962897934846940373802611946499117193820241052052,2.061934035686810886039716947581686844711916591764748740359820100348440851158726183425476137248330330371020651530596261973880535008828061797589479485218e-5
275.5,0.999979436766671156612593996669054248566798666368196903292092533648952252911844651937115614333405932503734615916486957053734499981280344875291146927537,2.056323332884338740600333094575143320133363180309670790746635104774708815534806288438566659406749626538408351304294626550001871965512470885307246305229e-5
276,0.9999794926197064298969072801533510328966860156808062999845078694812545212855828607275260464827947784649102880623245690646793483334568136923583528041431,2.050738029357010309271984664896710331398431919370001549213051874547871441713927247395351720522153508971193767543093532065166654318630764164719585689415e-5
276.5,0.99997954822035577329966086968446081419843164758362726459540390677230149278250273867613300496730339108887883435695913602153949467937339522619413606795,2.045177964422670033913031553918580156835241637273540459609322769850721749726132386699503269660891112116564304086397846050532062660477380586393205002562e-5
277,0.9999796035702129624749410035215190200045553062243698899483966601112459680351207403749017002068827247158108665284046832571937092520209489095734748789513,2.039642978703752505899647848097999544469377563011005160333988875403196487925962509829979311727528418913347159531674280629074797905109042652512104868865e-5
277.5,0.9999796586708588564007069630444411368311448701200573025829099847541515983614769164630085866773882899528700264653370629218762600922290862066107309979618,2.034132914114359929303695555886316885512987994269741709001524584840163852308353699141332261171004712997353466293707812373990777091379338926900203815413e-5
278,0.9999797135238615250941118329961380236319386535567410530853971699651437813633431774704570504220950424687703339509286496405900148776558193825517677403666,2.028647613847490588816700386197636806134644325894691460283003485621863665682252954294957790495753122966604907135035940998512234418061744823225963344111e-5
278.5,0.9999797681307763758370994266749279216424538069075029764247433603675269618380641377330226080168344525031106759951904627755315079592784853459472699296853,2.023186922362416290057332507207835754619309249702357525663963247303816193586226697739198316554749688932400480953722446849204072151465405273007031471461e-5
279,0.9999798224931462779322915518822225793740575298735652478562784341994485540009359224282698754372412974669778905191982248396941527450113710046187934775668,2.017750685372206770844811777742062594247012643475214372156580055144599906407757173012456275870253302210948080177516030584725498862899538120652243323622e-5
279.5,0.9999798766125016860088755998970809554307300955121511799704141422209900101522713009273446030851889672255043890976448910063579352411102252379317622552178,2.012338749831399112440010291904456926990448784882002958585777900998984772869907265539691481103277449561090235510899364206475888977476206823774478220807e-5
280,0.9999799304903607618979034043301683342086508094574623769487538477168542938070386396747983601672745219418108661752112383301368703390846440698334634496452,2.006950963923810209659566983166579134919054253762305124615228314570619296136032520163983272547805818913382478876166986312966091535593016653655035479128e-5
280.5,0.9999799841282294950961183429059696768214221134952250703858805480260938310050599091275772472135374867842332965694502335411252098312363035808184813254764,2.00158717705049038816570940303231785778865047749296141194519739061689949400908724227527864625132157667034305497664588747901687636964191815186745236095e-5
281,0.999980037527601821837138648508464709435783315184064345877801874603769036369138847133459636671253096745104929178012945902329686728319626127851973448923,1.996247239817816286135149153529056421668481593565412219812539623096363086115286654036332874690325489507082198705409767031327168037387214802655107702244e-5
281.5,0.9999800906899597427885407636065000453390857667647944998076359889643029209853565500477711557317467475340045998673155837511798962038729612779734483811125,1.990931004025721145923639349995466091423323520550019236401103569707901464344995222884426825325246599540013268441624882010379612703872202655161888747983e-5
282,0.9999801436167734393931072237425978598074622628362243596247249159309261462715021321378322063986238447140010556628561227163972847095214681528394387792132,1.985638322656060689277625740214019253773716377564037527508406907385372849786786216779360137615528599894433714387728360271529047853184716056122078679772e-5
282.5,0.9999801963095013888722289022601811557985524779218455331780637124076707062910182313539643569466690664901012453822264558527116623770537687194073538074097,1.980369049861112777109773981884420144752207815446682193628759232929370898176864603564305333093350989875461777354414728833762294623128059264619259034219e-5
283,0.9999802487695904779091814028011465197989139009849419815643258847157371663046206038345412719415865271353879550185157880468120755261745781305740324149911,1.975123040952209081859719885348020108609901505801843567411528426283369537939616545872805841347286461204498148421195318792447382542186942596758500890662e-5
283.5,0.9999803009984761150297298630352958522080049256857936559069988217014394311186261773558973380324719432554059731577987092871334066732877619428740624373546,1.96990015238849702701369647041477919950743142063440930011782985605688813738226441026619675280567445940268422012907128665933267122380571259375626453533e-5
284,0.999980352997582341697255349018389530809718098844317777322301276763137485404827646967234938897216004817486407363950782705625852968813864078129132790639,1.964700241765830274465098161046919028190115568222267769872323686251459517235303276506110278399518251359263604921729437414703118613592187086720936096921e-5
284.5,0.99998040476832194213933929263776345348669794852013290165299157309195572340192564519635826609107745660247615090136730535980066786768104081302146880211,1.959523167805786066070736223654651330205147986709834700842690804427659807435480364173390892254339752384909863269464019933213231895918697853119789004324e-5
285,0.9999804563120965519224899745660319801916915112836636602776550445568077790189222251642137900564259536998501717790557205572458955319845194728470368388054,1.9543687903448077510025433968019808308488716336339722344955443192220981077774835786209943574046300149828220944279442754104468015480527152963161194597e-5
285.5,0.9999805076302967652914468033919290033531627549423912140482691344968985287192204055336005787842253719231496057184991973658476545904370311025725630762961,1.949236970323470855319660807099664683724505760878595173086550310147128077959446639942121577462807685039428150080263415234540956296889742743692370392686e-5
286,0.9999805587243022412892540111001726520444234180375863507355445744738544902634198387750584356825166800578759203838543581781390047556568709374692914828,1.944127569775871074598889982734795557658196241364926445542552614550973658016122494156431748331994212407961614564182186099524434312906253070851719997779e-5
